NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
4316,D014151-ZZ-AVG,D014151,음식,외식,겐마이차 그린,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,식약처('19),식품의약품안전처
4317,D014152-ZZ-AVG,D014152,음식,외식,작설,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,식약처('19),식품의약품안전처
4318,D014153-ZZ-AVG,D014153,음식,외식,프래그런트 나이트 쟈스민,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,식약처('19),식품의약품안전처
4319,D014154-ZZ-AVG,D014154,음식,외식,모로칸민트,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,식약처('19),식품의약품안전처
4320,D014155-ZZ-AVG,D014155,음식,외식,잉글리쉬브렉퍼스트,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,식약처('19),식품의약품안전처
4321,D014156-ZZ-AVG,D014156,음식,외식,살구실론,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,식약처('19),식품의약품안전처
4322,D014157-ZZ-AVG,D014157,음식,외식,파미그래네이트 블루베리,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,식약처('19),식품의약품안전처
4323,D014158-ZZ-AVG,D014158,음식,외식,얼그레이,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,식약처('19),식품의약품안전처
4324,D014159-ZZ-AVG,D014159,음식,외식,진셍 페퍼민트,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4325,D014160-ZZ-AVG,D014160,음식,외식,레몬 캐모마일,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4326,D014161-ZZ-AVG,D014161,음식,외식,아프리칸 선라이즈,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4327,D014162-ZZ-AVG,D014162,음식,외식,스웨디쉬 베리즈,2019,커피빈,평균,음료 및 차류,차류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4328,D014163-ZZ-AVG,D014163,음식,외식,차이라떼,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,200,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,식약처('19),식품의약품안전처
4329,D014164-ZZ-AVG,D014164,음식,외식,잉글리쉬 브렉퍼스트 라떼,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,200,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,식약처('19),식품의약품안전처
4330,D014165-ZZ-AVG,D014165,음식,외식,모로칸 민트 라떼,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,190,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,식약처('19),식품의약품안전처
4331,D014166-ZZ-AVG,D014166,음식,외식,그린 티 라떼,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,290,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,식약처('19),식품의약품안전처
4332,D014167-ZZ-AVG,D014167,음식,외식,아이스 캐러멜 마키아토,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,180,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4333,D014168-ZZ-AVG,D014168,음식,외식,아이스 바닐라라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,180,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4334,D014169-ZZ-AVG,D014169,음식,외식,아이스 모카라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,170,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,식약처('19),식품의약품안전처
4335,D014170-ZZ-AVG,D014170,음식,외식,아이스 카페라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,100,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4336,D014171-ZZ-AVG,D014171,음식,외식,아이스 커피,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4337,D014172-ZZ-AVG,D014172,음식,외식,헤이즐넛 아이스커피,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,206,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4338,D014173-ZZ-AVG,D014173,음식,외식,카페수아,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,255,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4339,D014174-ZZ-AVG,D014174,음식,외식,아이스 더블카페 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,105,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4340,D014175-ZZ-AVG,D014175,음식,외식,아이스 에스프레소,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,5,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,식약처('19),식품의약품안전처
4341,D014176-ZZ-AVG,D014176,음식,외식,콜드브루 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,100,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158,식약처('19),식품의약품안전처
4342,D014177-ZZ-AVG,D014177,음식,외식,콜드브루,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,식약처('19),식품의약품안전처
4343,D014178-ZZ-AVG,D014178,음식,외식,더블카페 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,220,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4344,D014179-ZZ-AVG,D014179,음식,외식,헤이즐넛 아메리카노,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,211,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4345,D014180-ZZ-AVG,D014180,음식,외식,캐러멜 마키아토,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,280,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4346,D014181-ZZ-AVG,D014181,음식,외식,바닐라 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,280,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4347,D014182-ZZ-AVG,D014182,음식,외식,모카 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,270,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,식약처('19),식품의약품안전처
4348,D014183-ZZ-AVG,D014183,음식,외식,카페 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,210,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4349,D014184-ZZ-AVG,D014184,음식,외식,카푸치노,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,130,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4350,D014185-ZZ-AVG,D014185,음식,외식,아메리카노,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4351,D014186-ZZ-AVG,D014186,음식,외식,커피빈커피,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,150,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,식약처('19),식품의약품안전처
4352,D014187-ZZ-AVG,D014187,음식,외식,헤이즐넛 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,320,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,식약처('19),식품의약품안전처
4353,D014188-ZZ-AVG,D014188,음식,외식,플랫화이트,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,130,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,식약처('19),식품의약품안전처
4354,D014189-ZZ-AVG,D014189,음식,외식,캐러멜 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,370,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,식약처('19),식품의약품안전처
4355,D014190-ZZ-AVG,D014190,음식,외식,헤이즐넛 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,350,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,식약처('19),식품의약품안전처
4356,D014191-ZZ-AVG,D014191,음식,외식,모카 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,270,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178,식약처('19),식품의약품안전처
4357,D014192-ZZ-AVG,D014192,음식,외식,바닐라 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,280,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,식약처('19),식품의약품안전처
4358,D014193-ZZ-AVG,D014193,음식,외식,화이트 포레스트 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,370,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,식약처('19),식품의약품안전처
4359,D014194-ZZ-AVG,D014194,음식,외식,블랙 포레스트 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,370,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178,식약처('19),식품의약품안전처
4360,D014195-ZZ-AVG,D014195,음식,외식,망고 바나나 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,408,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4361,D014196-ZZ-AVG,D014196,음식,외식,유자 캐모마일 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,323,-,-,-,78,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4362,D014197-ZZ-AVG,D014197,음식,외식,후레쉬 망고 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,214,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4363,D014198-ZZ-AVG,D014198,음식,외식,베리베리 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,226,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4364,D014199-ZZ-AVG,D014199,음식,외식,그린티 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,310,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,식약처('19),식품의약품안전처
4365,D014200-ZZ-AVG,D014200,음식,외식,퓨어 바닐라 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,310,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4366,D014201-ZZ-AVG,D014201,음식,외식,퓨어 더블 초코렛 아이스 블렌디드,2019,커피빈,평균,음료 및 차류,스무디류,355,mL,-,355,300,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,식약처('19),식품의약품안전처
